"questionId","grade","semester","topicId","unitTitle","type","difficulty","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"bnu-primary-ds-v2-p1-001","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","multiple-choice","Foundation","对，因为她用手指点着数，最后一个数是6，所以是6个。","对，因为她用手指点着数，最后一个数是6，所以是6个。","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-002","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","fill-in","Core","5","5","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-003","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","short-answer","Challenge","小明可能没有一一对应，或者重复数了某一颗糖果，或者数得太快漏掉了。","小明可能没有一一对应，或者重复数了某一颗糖果，或者数得太快漏掉了。","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-004","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","multiple-choice","Exam","小红一次也没有跳，所以用0表示。","小红一次也没有跳，所以用0表示。","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-005","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","fill-in","Foundation","4","4","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-006","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","short-answer","Core","蓝色积木最多，黄色积木最少。因为5>3>0，所以蓝色最多，黄色是0表示没有，所以最少。","蓝色积木最多，黄色积木最少。因为5>3>0，所以蓝色最多，黄色是0表示没有，所以最少。","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-007","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","multiple-choice","Challenge","小象排在小猴的后面。","小象排在小猴的后面。","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-008","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","fill-in","Exam","3,6","3,6 | 3，6","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-009","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","short-answer","Foundation","0可以表示一个也没有。比如，盘子里一个苹果都没有，就用0表示。","0可以表示一个也没有。比如，盘子里一个苹果都没有，就用0表示。","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-010","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","multiple-choice","Core","0，2，4，6","0，2，4，6","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-011","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","fill-in","Challenge","7","7 | 7只","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-012","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","short-answer","Exam","3","3 | 3个 | 8-5=3 | 8-3=5","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-013","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","multiple-choice","Foundation","鱼缸里一条鱼也没有","鱼缸里一条鱼也没有","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-014","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","fill-in","Core","5,4,1","5,4,1 | 5 4 1","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-015","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","short-answer","Challenge","0,2,4,6,8,10","0,2,4,6,8,10 | 0 2 4 6 8 10 | 0<2<4<6<8<10","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-016","P1","upper","bnu-primary-p1-upper-life-number-sense","生活中的数","multiple-choice","Exam","小红的铅笔比小明多2支","小红的铅笔比小明多2支","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-017","P1","upper","bnu-primary-p1-upper-comparison","比较","fill-in","Foundation","长","长","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-018","P1","upper","bnu-primary-p1-upper-comparison","比较","short-answer","Core","两堆苹果同样多","两堆苹果同样多 | 同样多 | 一样多","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-019","P1","upper","bnu-primary-p1-upper-comparison","比较","multiple-choice","Challenge","两个同样大小的盒子，一个装满积木，一个装少量积木，装满的盒子更重","两个同样大小的盒子，一个装满积木，一个装少量积木，装满的盒子更重","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-020","P1","upper","bnu-primary-p1-upper-comparison","比较","fill-in","Exam","小红，小刚，小丽","小红，小刚，小丽 | 小红 小刚 小丽","pass","none","","","Passed structural gate; include in S18 pass-sample review."
"bnu-primary-ds-v2-p1-021","P1","upper","bnu-primary-p1-upper-comparison","比较","short-answer","Foundation","篮子里的苹果多，多2个。","篮子里的苹果多，多2个。 | 篮子多，多2个。 | 篮子里的苹果多，多2个 | 篮子多，多2个","pass","none","","","Passed structural gate; include in S18 pass-sample review."
