"questionId","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","storedAnswer","acceptedAnswers","independentAnswer","solverRule","solvableStatus","answerMatchStatus","mcOptionStatus","qaStatus","severity","issueDetails","recommendedAction","reviewReason"
"hjb-high-ds-v1-s4-004","S4","必修 第一册","集合与逻辑","集合与逻辑","multiple-choice","Exam","变式0004：选择：设集合 A={1,2,3,...,69}，集合 B 为其中能被 5 整除的数。求集合 B 的元素个数。","13","13","13","set-multiple-count","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-007","S4","必修 第一册","集合与逻辑","集合与逻辑","multiple-choice","Foundation","变式0007：选择：设集合 A={1,2,3,...,58}，集合 B 为其中能被 11 整除的数。求集合 B 的元素个数。","5","5","5","set-multiple-count","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-009","S4","必修 第一册","集合与逻辑","集合与逻辑","short-answer","Core","变式0009：解答：设集合 A={1,2,3,...,65}，集合 B 为其中能被 5 整除的数。求集合 B 的元素个数。","13","13","13","set-multiple-count","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-012","S4","必修 第一册","集合与逻辑","集合与逻辑","short-answer","Exam","变式0012：解答：设集合 A={1,2,3,...,44}，集合 B 为其中能被 7 整除的数。求集合 B 的元素个数。","6","6","6","set-multiple-count","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-014","S4","必修 第一册","集合与逻辑","集合与逻辑","fill-in","Challenge","变式0014：填空：设集合 A={1,2,3,...,110}，集合 B 为其中能被 7 整除的数。求集合 B 的元素个数。","15","15","15","set-multiple-count","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-022","S4","必修 第一册","集合与逻辑","集合与逻辑","multiple-choice","Challenge","变式0022：选择：设集合 A={1,2,3,...,58}，集合 B 为其中能被 4 整除的数。求集合 B 的元素个数。","14","14","14","set-multiple-count","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-024","S4","必修 第一册","集合与逻辑","集合与逻辑","short-answer","Exam","变式0024：解答：设集合 A={1,2,3,...,72}，集合 B 为其中能被 5 整除的数。求集合 B 的元素个数。","14","14","14","set-multiple-count","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-030","S4","必修 第一册","集合与逻辑","集合与逻辑","short-answer","Challenge","变式0030：解答：设集合 A={1,2,3,...,120}，集合 B 为其中能被 8 整除的数。求集合 B 的元素个数。","15","15","15","set-multiple-count","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-040","S4","必修 第一册","集合与逻辑","集合与逻辑","multiple-choice","Exam","变式0040：选择：设集合 A={1,2,3,...,76}，集合 B 为其中能被 7 整除的数。求集合 B 的元素个数。","10","10","10","set-multiple-count","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-042","S4","必修 第一册","集合与逻辑","集合与逻辑","short-answer","Challenge","变式0042：解答：设集合 A={1,2,3,...,78}，集合 B 为其中能被 11 整除的数。求集合 B 的元素个数。","7","7","7","set-multiple-count","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-047","S4","必修 第一册","集合与逻辑","集合与逻辑","fill-in","Foundation","变式0047：填空：设集合 A={1,2,3,...,164}，集合 B 为其中能被 11 整除的数。求集合 B 的元素个数。","14","14","14","set-multiple-count","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-052","S4","必修 第一册","等式与不等式","等式与不等式","multiple-choice","Exam","变式0052：选择：解不等式 x+11>8，求 x 的取值范围右端常数 8-11 的值。","-3","-3","-3","linear-inequality-bound","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-059","S4","必修 第一册","等式与不等式","等式与不等式","fill-in","Foundation","变式0059：填空：解不等式 x+11>10，求 x 的取值范围右端常数 10-11 的值。","-1","-1","-1","linear-inequality-bound","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-080","S4","必修 第一册","等式与不等式","等式与不等式","fill-in","Exam","变式0080：填空：解不等式 x+9>20，求 x 的取值范围右端常数 20-9 的值。","11","11","11","linear-inequality-bound","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-083","S4","必修 第一册","等式与不等式","等式与不等式","fill-in","Foundation","变式0083：填空：解不等式 x+8>18，求 x 的取值范围右端常数 18-8 的值。","10","10","10","linear-inequality-bound","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-096","S4","必修 第一册","等式与不等式","等式与不等式","short-answer","Exam","变式0096：解答：解不等式 x+6>14，求 x 的取值范围右端常数 14-6 的值。","8","8","8","linear-inequality-bound","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-122","S4","必修 第一册","幂、指数与对数","幂、指数与对数","fill-in","Challenge","变式0122：填空：已知 log_3(3^5)=m，求 m。","5","5","5","log-power-definition","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-136","S4","必修 第一册","幂、指数与对数","幂、指数与对数","multiple-choice","Exam","变式0136：选择：已知 log_10(10^18)=m，求 m。","18","18","18","log-power-definition","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-176","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","fill-in","Exam","变式0176：填空：函数 f(x)=6^x，求 f(2)。","36","36","36","exponential-function-evaluation","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-195","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","short-answer","Foundation","变式0195：解答：函数 f(x)=8^x，求 f(2)。","64","64","64","exponential-function-evaluation","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-200","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","fill-in","Exam","变式0200：填空：函数 f(x)=3^x，求 f(2)。","9","9","9","exponential-function-evaluation","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-212","S4","必修 第一册","函数的概念、性质及应用","函数的概念、性质及应用","fill-in","Foundation","变式0212：填空：已知 f(x)=5x+4，求 f(19)。","99","99","99","linear-function-evaluation","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-217","S4","必修 第一册","函数的概念、性质及应用","函数的概念、性质及应用","multiple-choice","Challenge","变式0217：选择：已知 f(x)=7x+11，求 f(18)。","137","137","137","linear-function-evaluation","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-232","S4","必修 第一册","函数的概念、性质及应用","函数的概念、性质及应用","multiple-choice","Challenge","变式0232：选择：已知 f(x)=6x+12，求 f(7)。","54","54","54","linear-function-evaluation","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-252","S4","必修 第二册","三角","三角","short-answer","Core","变式0252：解答：在三角形 ABC 中，若 AB=8，AC=4，且 ∠A=60°，表达式 AB·AC 的值是多少？","32","32","32","triangle-side-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-260","S4","必修 第二册","三角","三角","fill-in","Foundation","变式0260：填空：在三角形 ABC 中，若 AB=12，AC=18，且 ∠A=60°，表达式 AB·AC 的值是多少？","216","216","216","triangle-side-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-271","S4","必修 第二册","三角","三角","multiple-choice","Challenge","变式0271：选择：在三角形 ABC 中，若 AB=11，AC=20，且 ∠A=60°，表达式 AB·AC 的值是多少？","220","220","220","triangle-side-product","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-293","S4","必修 第二册","三角","三角","fill-in","Foundation","变式0293：填空：在三角形 ABC 中，若 AB=6，AC=14，且 ∠A=60°，表达式 AB·AC 的值是多少？","84","84","84","triangle-side-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-296","S4","必修 第二册","三角","三角","fill-in","Foundation","变式0296：填空：在三角形 ABC 中，若 AB=8，AC=11，且 ∠A=60°，表达式 AB·AC 的值是多少？","88","88","88","triangle-side-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-297","S4","必修 第二册","三角","三角","short-answer","Core","变式0297：解答：在三角形 ABC 中，若 AB=11，AC=18，且 ∠A=60°，表达式 AB·AC 的值是多少？","198","198","198","triangle-side-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-307","S4","必修 第二册","三角","三角","multiple-choice","Challenge","变式0307：选择：在三角形 ABC 中，若 AB=6，AC=13，且 ∠A=60°，表达式 AB·AC 的值是多少？","78","78","78","triangle-side-product","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-312","S4","必修 第二册","三角","三角","short-answer","Core","变式0312：解答：在三角形 ABC 中，若 AB=3，AC=10，且 ∠A=60°，表达式 AB·AC 的值是多少？","30","30","30","triangle-side-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-317","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","变式0317：填空：函数 y=5sin(2x+6π/6) 的最小正周期是多少？","π","π","π","trig-function-period","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-343","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","变式0343：选择：函数 y=11sin(2x+6π/6) 的最小正周期是多少？","π","π","π","trig-function-period","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-344","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","变式0344：填空：函数 y=6sin(2x+3π/6) 的最小正周期是多少？","π","π","π","trig-function-period","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-346","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","变式0346：选择：函数 y=2sin(2x+1π/6) 的最小正周期是多少？","π","π","π","trig-function-period","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-378","S4","必修 第二册","平面向量","平面向量","multiple-choice","Core","变式0378：选择：已知向量 u=(8,3)，v=(17,4)，求 u·v。","148","148","148","plane-vector-dot-product","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-387","S4","必修 第二册","平面向量","平面向量","fill-in","Core","变式0387：填空：已知向量 u=(7,9)，v=(19,10)，求 u·v。","223","223","223","plane-vector-dot-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-395","S4","必修 第二册","平面向量","平面向量","fill-in","Foundation","变式0395：填空：已知向量 u=(9,10)，v=(9,11)，求 u·v。","191","191","191","plane-vector-dot-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-402","S4","必修 第二册","平面向量","平面向量","multiple-choice","Core","变式0402：选择：已知向量 u=(5,7)，v=(12,8)，求 u·v。","116","116","116","plane-vector-dot-product","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-415","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","变式0415：填空：已知向量 u=(12,10)，v=(12,11)，求 u·v。","254","254","254","plane-vector-dot-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-427","S4","必修 第二册","平面向量","平面向量","fill-in","Core","变式0427：填空：已知向量 u=(5,4)，v=(5,5)，求 u·v。","45","45","45","plane-vector-dot-product","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-440","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0440：选择：复数 z=(3+10i)+(11-10i)，求 z 的实部。","14","14","14","complex-real-part","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-467","S4","必修 第二册","复数","复数","fill-in","Core","变式0467：填空：复数 z=(5+5i)+(12-5i)，求 z 的实部。","17","17","17","complex-real-part","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-471","S4","必修 第二册","复数","复数","fill-in","Core","变式0471：填空：复数 z=(4+13i)+(7-13i)，求 z 的实部。","11","11","11","complex-real-part","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-472","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0472：选择：复数 z=(12+11i)+(8-11i)，求 z 的实部。","20","20","20","complex-real-part","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-475","S4","必修 第二册","复数","复数","fill-in","Core","变式0475：填空：复数 z=(2+1i)+(20-1i)，求 z 的实部。","22","22","22","complex-real-part","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-478","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0478：选择：复数 z=(9+1i)+(13-1i)，求 z 的实部。","22","22","22","complex-real-part","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-479","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0479：选择：复数 z=(10+10i)+(14-10i)，求 z 的实部。","24","24","24","complex-real-part","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s4-496","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0496：选择：复数 z=(8+3i)+(14-3i)，求 z 的实部。","22","22","22","complex-real-part","pass","pass","pass","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s5-012","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Exam","变式0512：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 13，这两条棱围成的矩形面积是多少？","143","143","143","cuboid-adjacent-face-area","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s5-018","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","变式0518：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 17，这两条棱围成的矩形面积是多少？","187","187","187","cuboid-adjacent-face-area","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s5-047","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Foundation","变式0547：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 14，这两条棱围成的矩形面积是多少？","70","70","70","cuboid-adjacent-face-area","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s5-081","S5","必修 第三册","简单几何体","简单几何体","short-answer","Core","变式0581：解答：一个长方体的长、宽、高分别为 6、6、16，求体积。","576","576","576","cuboid-volume","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s5-099","S5","必修 第三册","简单几何体","简单几何体","short-answer","Foundation","变式0599：解答：一个长方体的长、宽、高分别为 11、11、6，求体积。","726","726","726","cuboid-volume","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
"hjb-high-ds-v1-s5-102","S5","必修 第三册","简单几何体","简单几何体","short-answer","Challenge","变式0602：解答：一个长方体的长、宽、高分别为 7、7、9，求体积。","441","441","441","cuboid-volume","pass","pass","not-applicable","pass","none","","No blocking action; include in S18 manual pass-sample before app integration.","grade-pass-sample"
