"questionId","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","storedAnswer","acceptedAnswers","independentAnswer","solverRule","solvableStatus","answerMatchStatus","mcOptionStatus","qaStatus","severity","issueDetails","recommendedAction","reviewReason"
"hjb-high-ds-v3-s4-005","S4","必修 第一册","集合与逻辑","集合与逻辑","fill-in","Core","V3修复变式0005：填空：设集合 A={1,2,3,...,169}，集合 B 为其中能被 12 整除的数。求集合 B 的元素个数。","14","14","14","set-multiple-count","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-036","S4","必修 第一册","集合与逻辑","集合与逻辑","short-answer","Exam","V3修复变式0036：解答：设集合 A={1,2,3,...,100}，B 为 A 中能被 8 整除的数，C 为 A 中能被 9 整除的数。求只属于 B 和 C 中一个集合的元素个数。","21","21","21","remediated-set-symmetric-difference","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-056","S4","必修 第一册","等式与不等式","等式与不等式","fill-in","Exam","V3修复变式0056：填空：求不等式组 x+6>8，x≤6 的整数解个数。","4","4","4","remediated-inequality-integer-count","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-083","S4","必修 第一册","等式与不等式","等式与不等式","fill-in","Foundation","V3修复变式0083：填空：解不等式 x+7>15，求 x 的取值范围右端常数 15-7 的值。","8","8","8","linear-inequality-bound","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-095","S4","必修 第一册","等式与不等式","等式与不等式","fill-in","Foundation","V3修复变式0095：填空：解不等式 x+3>12，求 x 的取值范围右端常数 12-3 的值。","9","9","9","linear-inequality-bound","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-102","S4","必修 第一册","幂、指数与对数","幂、指数与对数","short-answer","Challenge","V3修复变式0102：解答：已知 log_12(12^13)=m，且 log_12(12^n)=m+3。求 m+n。","29","29","29","remediated-log-linked-exponents","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-114","S4","必修 第一册","幂、指数与对数","幂、指数与对数","short-answer","Challenge","V3修复变式0114：解答：已知 log_5(5^15)=m，且 log_5(5^n)=m+3。求 m+n。","33","33","33","remediated-log-linked-exponents","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-116","S4","必修 第一册","幂、指数与对数","幂、指数与对数","fill-in","Exam","V3修复变式0116：填空：已知 log_6(6^7)=m，且 log_6(6^n)=m+3。求 m+n。","17","17","17","remediated-log-linked-exponents","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-129","S4","必修 第一册","幂、指数与对数","幂、指数与对数","short-answer","Core","V3修复变式0129：解答：已知 log_6(6^10)=m，求 m。","10","10","10","log-power-definition","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-131","S4","必修 第一册","幂、指数与对数","幂、指数与对数","fill-in","Foundation","V3修复变式0131：填空：已知 log_10(10^20)=m，求 m。","20","20","20","log-power-definition","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-133","S4","必修 第一册","幂、指数与对数","幂、指数与对数","multiple-choice","Core","V3修复变式0133：选择：已知 log_2(2^15)=m，求 m。","15","15","15","log-power-definition","pass","pass","pass","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-136","S4","必修 第一册","幂、指数与对数","幂、指数与对数","multiple-choice","Exam","V3修复变式0136：选择：已知 log_11(11^20)=m，且 log_11(11^n)=m+3。求 m+n。","43","43","43","remediated-log-linked-exponents","pass","pass","pass","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-150","S4","必修 第一册","幂、指数与对数","幂、指数与对数","short-answer","Challenge","V3修复变式0150：解答：已知 log_7(7^18)=m，且 log_7(7^n)=m+3。求 m+n。","39","39","39","remediated-log-linked-exponents","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-157","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","multiple-choice","Core","V3修复变式0157：选择：函数 f(x)=9^x，求 f(2)。","81","81","81","exponential-function-evaluation","pass","pass","pass","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-158","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","fill-in","Challenge","V3修复变式0158：填空：函数 f(x)=4^x。若 f(t)=4·f(2)，求 f(t)+f(t-1)。","80","80","80","remediated-exponential-linked-input","pass","pass","not-applicable","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
"hjb-high-ds-v3-s4-163","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","multiple-choice","Foundation","V3修复变式0163：选择：函数 f(x)=11^x，求 f(2)。","121","121","121","exponential-function-evaluation","pass","pass","pass","pass","none","","No automatic solvability blocker; include in S18 P2 remediation re-review before app integration.","grade-pass-sample"
