id,grade,topicId,topicTitleZhHans,volume,chapter,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
hjb-high-ds-v4-s4-001,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,multiple-choice,"V4安全变式0001：选择：设集合 A={1,2,3,...,118}，集合 B 为其中能被 9 整除的数。求集合 B 的元素个数。",14 | 13 | 12 | 15,13,13,B 中元素为不超过 118 的 9 的倍数，共 floor(118/9)=13 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
hjb-high-ds-v4-s4-002,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,fill-in,"V4安全变式0002：填空：设集合 A={1,2,3,...,31}，集合 B 为其中能被 9 整除的数。求集合 B 的元素个数。",,3,3,B 中元素为不超过 31 的 9 的倍数，共 floor(31/9)=3 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
hjb-high-ds-v4-s4-003,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,short-answer,"V4安全变式0003：解答：设集合 A={1,2,3,...,73}，集合 B 为其中能被 6 整除的数。求集合 B 的元素个数。",,12,12,B 中元素为不超过 73 的 6 的倍数，共 floor(73/6)=12 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
hjb-high-ds-v4-s4-004,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,multiple-choice,"V4安全变式0004：选择：设集合 A={1,2,3,...,134}，集合 B 为其中能被 10 整除的数。求集合 B 的元素个数。",14 | 12 | 13 | 15,13,13,B 中元素为不超过 134 的 10 的倍数，共 floor(134/10)=13 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
hjb-high-ds-v4-s4-005,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,fill-in,"V4安全变式0005：填空：设集合 A={1,2,3,...,169}，集合 B 为其中能被 12 整除的数。求集合 B 的元素个数。",,14,14,B 中元素为不超过 169 的 12 的倍数，共 floor(169/12)=14 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
hjb-high-ds-v4-s4-006,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,short-answer,"V4安全变式0006：解答：设集合 A={1,2,3,...,88}，集合 B 为其中能被 6 整除的数。求集合 B 的元素个数。",,14,14,B 中元素为不超过 88 的 6 的倍数，共 floor(88/6)=14 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
hjb-high-ds-v4-s4-007,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,multiple-choice,"V4安全变式0007：选择：设集合 A={1,2,3,...,84}，集合 B 为其中能被 6 整除的数。求集合 B 的元素个数。",15 | 13 | 16 | 14,14,14,B 中元素为不超过 84 的 6 的倍数，共 floor(84/6)=14 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
hjb-high-ds-v4-s4-008,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,fill-in,"V4安全变式0008：填空：设集合 A={1,2,3,...,34}，集合 B 为其中能被 10 整除的数。求集合 B 的元素个数。",,3,3,B 中元素为不超过 34 的 10 的倍数，共 floor(34/10)=3 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
hjb-high-ds-v4-s4-009,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,short-answer,"V4安全变式0009：解答：设集合 A={1,2,3,...,68}，集合 B 为其中能被 8 整除的数。求集合 B 的元素个数。",,8,8,B 中元素为不超过 68 的 8 的倍数，共 floor(68/8)=8 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
hjb-high-ds-v4-s4-010,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,multiple-choice,"V4安全变式0010：选择：设集合 A={1,2,3,...,34}，集合 B 为其中能被 4 整除的数。求集合 B 的元素个数。",9 | 7 | 10 | 8,8,8,B 中元素为不超过 34 的 4 的倍数，共 floor(34/4)=8 个。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V4 offline candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after live DeepSeek transport failed; manual S18 sampling required before app integration.
